ID,出典,問題文,正解,誤答1,誤答2,誤答3,意味・分類タグ,文意訳（ヒント）,解説,,,,,,,,,,,,,,,,
204,2020-2,She could not stop ( ) the ring because it was so beautiful.,staring at,laying off,coping with,throwing away,句動詞・じっと見る,指輪があまりに美しいので、彼女はじっと見つめるのをやめられませんでした。,【正解のポイント】凝視する。staring at（～をじっと見る）。【紛らわしい選択肢】coping with（～に対処する）は準1級必須熟語。,,,,,,,,,,,,,,,,
205,2020-2,"In many parts of the world, farming techniques are ( ) from parents to children.",handed down,lifted across,poured over,used up,句動詞・受け継がれる,世界の多くの地域で、農業技術は親から子へと受け継がれています。,【正解のポイント】後世に伝える。handed down（伝えられる）。【紛らわしい選択肢】used up（使い果たす）。,,,,,,,,,,,,,,,,
206,2020-2,They do not want to wear clothes that are ( ).,out of date,under construction,on the spot,in bloom,熟語・流行遅れの,彼らは流行遅れの服を着たがりません。,【正解のポイント】古臭い。out of date（時代遅れの）。対義語はup to date（最新の）。【紛らわしい選択肢】under construction（建設中で）。,,,,,,,,,,,,,,,,
207,2020-2,She’s ( ) the best player we have ever had.,by far,too much,over time,for long,熟語・断然,彼女は私たちがこれまでに迎えた中で断然最高の選手です。,【正解のポイント】最上級の強調。by far（はるかに、断然）。,,,,,,,,,,,,,,,,
208,2020-2,"But Mom, I got them ( ). A company was giving them away...",for nothing,in detail,on end,at most,熟語・無料で,でもママ、これタダでもらったんだよ。会社が配っていて...,【正解のポイント】無料（free）で。for nothing（無料で/無駄に）。2017年にも出題された重要熟語。【紛らわしい選択肢】on end（続けて）。,,,,,,,,,,,,,,,,
209,2020-2,"She answered it, but then she went outside to ( ) the conversation.",carry on,come down,bring out,go by,句動詞・続ける,彼女は電話に出ましたが、会話を続けるために外に出ました。,【正解のポイント】継続する。carry on（続ける）。continueと同義。【紛らわしい選択肢】bring out（引き出す）。,,,,,,,,,,,,,,,,
210,2020-2,Michelle found ( ) surprising that Tom had never seen the movie.,it,this,what,which,文法・形式目的語,ミシェルはトムがその映画を見たことがないのを驚きだと思いました。,【正解のポイント】found it C + that節（that以下をCだとわかった）。形式目的語のit。,,,,,,,,,,,,,,,,
211,2020-2,Dan’s new house is twice ( ) large as his last one.,as,more,than,too,文法・倍数表現,ダンの新しい家は、前の家の2倍の大きさです。,【正解のポイント】倍数表現。twice as ～ as...（...の2倍～だ）。,,,,,,,,,,,,,,,,
212,2020-3,Rachel was telling some really ( ) stories about her father.,amusing,marine,native,silent,形容詞・面白い,レイチェルは父親についての本当に面白い話をしていました。,【正解のポイント】笑わせるような。amusing（面白い、楽しい）。【紛らわしい選択肢】marine（海の）は環境系長文で頻出。,,,,,,,,,,,,,,,,
213,2020-3,"We ( ) have 30 employees, but we plan to hire 5 more.",currently,seriously,instantly,especially,副詞・現在は,現在は30人の従業員がいますが、あと5人雇う予定です。,【正解のポイント】今現在（futureとの対比）。currently（現在）。current（形容詞）も重要。【紛らわしい選択肢】instantly（即座に）。,,,,,,,,,,,,,,,,
214,2020-3,The computers in the library should be ( ) for school projects or homework.,utilized,satisfied,flavored,reflected,動詞・利用される,図書館のコンピュータは学校の課題や宿題のために利用されるべきです。,【正解のポイント】使う（use）のフォーマル表現。utilized（利用する）。準1級では「有効活用する」という文脈で多用されます。【紛らわしい選択肢】reflected（反射した、反映した）。,,,,,,,,,,,,,,,,
215,2020-3,"In Franklin City, water ( ) has become a big concern.",conservation,publication,revolution,ambition,名詞・節約・保護,フランクリン市では、水の節約（保護）が大きな懸念事項になっています。,【正解のポイント】資源を守る、大切に使う。conservation（保護、節約）。environmental conservation（環境保護）は定型句。【紛らわしい選択肢】ambition（野望）。,,,,,,,,,,,,,,,,
216,2020-3,"In science class, students learn the names of the ( ) that can be found in nature.",elements,duties,narrations,witnesses,名詞・元素,理科の授業で、生徒たちは自然界に見られる元素の名前を学びます。,【正解のポイント】化学的な要素。elements（要素、元素）。CO2の話が出ているので元素。【紛らわしい選択肢】witnesses（目撃者）。,,,,,,,,,,,,,,,,
217,2020-3,"She chose to keep working at the same company, but on a part­time ( ).",basis,rating,sense,charge,名詞・基準,彼女は同じ会社で働き続けることを選びましたが、パートタイム（という基準）ででした。,【正解のポイント】on a ... basis（～という基準・やり方で）。daily basis（日常的に）などと使います。,,,,,,,,,,,,,,,,
218,2020-3,I got a lot of ( ). One person said they were the most beautiful paintings...,compliments,mysteries,detectives,structures,名詞・褒め言葉,たくさんの褒め言葉をもらいました。ある人は...と言ってくれました。,【正解のポイント】称賛。compliments（褒め言葉）。complement（補完物）とスペルが似ているので注意。【紛らわしい選択肢】detectives（探偵）。,,,,,,,,,,,,,,,,
219,2020-3,"Well, the prices ( ). They are high over the new year holidays but much lower at other times.",vary,navigate,pause,struggle,動詞・変動する,ええと、価格は変動します。年末年始は高いですが...,【正解のポイント】変わる、様々である。vary（変化する）。various（様々な）の動詞形。【紛らわしい選択肢】navigate（操縦する）。,,,,,,,,,,,,,,,,
220,2020-3,Karen ( ) her time between working at a bank and taking care of her children.,divides,publishes,scratches,attaches,動詞・分割する,カレンは銀行での仕事と子供の世話とで時間を分割しています（使い分けています）。,【正解のポイント】分ける。divides（分割する）。【紛らわしい選択肢】scratches（ひっかく）。,,,,,,,,,,,,,,,,
221,2020-3,"Kevin, did you call the hotel to ( ) my reservation for tomorrow?",confirm,distinguish,promote,govern,動詞・確認する,ケビン、明日の私の予約を確認するためにホテルに電話してくれた？,【正解のポイント】予約などを確定・確認する。confirm（確認する）。make sure ofと同義。【紛らわしい選択肢】distinguish（区別する）は準1級必須。,,,,,,,,,,,,,,,,
222,2020-3,You should wait until November. Kyoto is ( ) then.,at its best,behind its back,against its will,in its opinion,熟語・一番良い状態で,11月まで待つべきだよ。その頃の京都は最高だから。,【正解のポイント】最盛期である。at its best（最高の状態で）。,,,,,,,,,,,,,,,,
223,2020-3,"He could be here ( ), so please go and change your clothes.",at any moment,in a series,for a living,to some extent,熟語・今すぐにでも,彼は今すぐにでもここに来るかもしれないから、着替えてきなさい。,【正解のポイント】いつ起きてもおかしくない。at any moment（今すぐにでも）。【紛らわしい選択肢】to some extent（ある程度まで）。,,,,,,,,,,,,,,,,
224,2020-3,"It was a lot of fun, so she was very sad when it ( ) an end.",came to,dug up,took over,fell on,熟語・終わる,とても楽しかったので、それが終わったとき彼女はとても悲しかった。,【正解のポイント】come to an end（終わる）。finishの熟語表現。,,,,,,,,,,,,,,,,
